reference_ri,compound_name,source_database,source_record_id,inchikey,plant_source,literature_reference,column_name,stationary_phase,index_type,instrument_type,spectrum_available,source_file,method_notes
1137.0,"cis-p-mentha-2,4-dien-1-ol",RI_Library,RI_Library.csv:191,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1138.0,nopinone,RI_Library,RI_Library.csv:192,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1139.0,trans-pinocarveol,RI_Library,RI_Library.csv:193,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1141.0,trans-p-menth-2-en-1-ol,RI_Library,RI_Library.csv:196,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1141.0,trans-pinocarveol,RI_Library,RI_Library.csv:194,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1141.0,trans-pinocarveol,RI_Library,RI_Library.csv:195,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1143.0,cis-pinene hydrate,RI_Library,RI_Library.csv:197,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1143.0,cis-verbenol,RI_Library,RI_Library.csv:198,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1143.0,cis-verbenol,RI_Library,RI_Library.csv:199,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1144.0,camphor,RI_Library,RI_Library.csv:200,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1144.0,camphor,RI_Library,RI_Library.csv:201,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1145.0,camphor,RI_Library,RI_Library.csv:202,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1145.0,neoallo-ocimene,RI_Library,RI_Library.csv:203,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1146.0,camphor,RI_Library,RI_Library.csv:204,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1146.0,trans-verbenol,RI_Library,RI_Library.csv:205,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1147.0,trans-verbenol,RI_Library,RI_Library.csv:206,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1147.0,trans-verbenol,RI_Library,RI_Library.csv:207,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1150.0,camphene,RI_Library,RI_Library.csv:208,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1150.0,camphene hydrate,RI_Library,RI_Library.csv:209,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1151.0,citronellal,MoNA Volatile FiehnLib,FiehnLibVolatile0167,NEHNMFOYXAPHSD-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1153.0,"nonadienal (2e, 6z)",MoNA Volatile FiehnLib,FiehnLibVolatile0072,HZYHMHHBBBSGHB-DYWGDJMRSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1157.0,octanoic acid,MoNA Volatile FiehnLib,FiehnLibVolatile0047,WWZKQHOCKIZLMA-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1158.0,isobomeol,RI_Library,RI_Library.csv:210,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1158.0,sabina ketone,RI_Library,RI_Library.csv:211,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1159.0,nonen-1-al (2e-),MoNA Volatile FiehnLib,FiehnLibVolatile0061,BSAIUMLZVGUGKX-BQYQJAHWSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1160.0,isocitral (z-),MoNA Volatile FiehnLib,FiehnLibVolatile0141,OJLMARCQPSGYNE-UXBLZVDNSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1163.0,cis-chrysanthemol,RI_Library,RI_Library.csv:212,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1163.0,cis-chrysanthemol,RI_Library,RI_Library.csv:213,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1164.0,menthone (iso-),MoNA Volatile FiehnLib,FiehnLibVolatile0192,NFLGAXVYCFJBMK-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1164.0,pinocarvone,RI_Library,RI_Library.csv:214,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1164.0,pinocarvone,RI_Library,RI_Library.csv:215,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1165.0,benzyl acetate,MoNA Volatile FiehnLib,FiehnLibVolatile0152,QUKGYYKBILRGFE-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1165.0,borneol,RI_Library,RI_Library.csv:216,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1166.0,borneol,RI_Library,RI_Library.csv:217,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1167.0,nonanol,MoNA Volatile FiehnLib,FiehnLibVolatile0080,ZWRUINPWMLAQRD-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1167.0,borneol,RI_Library,RI_Library.csv:218,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1168.0,borneol,RI_Library,RI_Library.csv:219,,ANCA,"Medina et. al, Journal of Agricultural and Food Chemistry 53 (2005) 8694.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1168.0,borneol,RI_Library,RI_Library.csv:220,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1170.0,diethylsuccinate,MoNA Volatile FiehnLib,FiehnLibVolatile0156,DKMROQRQHGEIOW-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1171.0,ethyl-benzoate,RI_Library,RI_Library.csv:221,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1171.0,ethyl-benzoate,RI_Library,RI_Library.csv:222,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1174.0,isopinocamphone,RI_Library,RI_Library.csv:223,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1176.0,"linalool oxide (trans, pyranoid)",MoNA Volatile FiehnLib,FiehnLibVolatile0073,BCTBAGTXFYWYMW-PSASIEDQSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1177.0,terpinen-4-ol,RI_Library,RI_Library.csv:224,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1177.0,terpinen-4-ol,RI_Library,RI_Library.csv:225,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1178.0,terpene-4-ol,RI_Library,RI_Library.csv:226,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1178.0,terpene-4-ol,RI_Library,RI_Library.csv:227,,CHPU4,"Tellez et. al., Journal of Essential Oils Research 10, 201 (Mar/Apr 1998).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1178.0,terpene-4-ol,RI_Library,RI_Library.csv:228,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1178.0,terpene-4-ol,RI_Library,RI_Library.csv:229,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1179.0,terpene-4-ol,RI_Library,RI_Library.csv:230,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1180.0,m-cymen-8-ol,RI_Library,RI_Library.csv:231,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1181.0,hexenyl butanoate (3z-),MoNA Volatile FiehnLib,FiehnLibVolatile0187,ZCHOPXVYTWUHDS-WAYWQWQTSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1182.0,m-cymen-8-ol,RI_Library,RI_Library.csv:232,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1183.0,p-cymen-8-ol,RI_Library,RI_Library.csv:233,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1183.0,p-methyl-acetophenone,RI_Library,RI_Library.csv:234,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1184.0,decanone (3-),MoNA Volatile FiehnLib,FiehnLibVolatile0090,XJLDYKIEURAVBW-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1184.0,p-cymen-8-ol,RI_Library,RI_Library.csv:235,,CEGR,"Lucero et. al.,  Journal of essential oil research (in press).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1184.0,p-cymen-8-ol,RI_Library,RI_Library.csv:236,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1184.0,p-cymen-8-ol,RI_Library,RI_Library.csv:237,,PSSC6,"Lucero et. al., Journal of Essential Oil Research 15 (2003) 108.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1185.0,menthol (iso-),MoNA Volatile FiehnLib,FiehnLibVolatile0099,NOOLISFMXDJSKH-OPRDCNLKSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1185.0,cryptone,RI_Library,RI_Library.csv:238,,GUSA,"Lucero, et. al, Journal of Essential Oil Research 18 (2006) 121.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1186.0,"ethanol, 2-(2-butoxyethoxy)-",MoNA Volatile FiehnLib,FiehnLibVolatile0014,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
1186.0,(Z)-3-hexenyl butyrate,RI_Library,RI_Library.csv:239,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1187.0,p-cymen-8-ol,RI_Library,RI_Library.csv:240,,DAFO,"Lucero et. al., Journal of essential oil research 17 (2005) 645.",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1189.0,a-terpineol,RI_Library,RI_Library.csv:241,,DYAC,"Tellez et. al., Journal of Agricultural and Food Chemistry 45, 3276 (1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1189.0,a-terpineol,RI_Library,RI_Library.csv:242,,FLCE,"Tellez et. al., Journal of essential oil research 9, 619 (Nov/Dec 1997).",,,unspecified in source,,no,RI_Library(1).csv,Column and index definition were not supplied in this file.
1190.0,decanone (2-),MoNA Volatile FiehnLib,FiehnLibVolatile0021,ZAJNGDIORYACQU-UHFFFAOYSA-N,,,Rtx-5Sil MS,5% diphenyl / 95% dimethylpolysiloxane,Retention_index (alkane basis not explicit in export),GC-EI-TOF,yes; original MSP,MoNA-export-Volatile_FiehnLib(1).msp,GC oven: 50 C 1 min; 20 C/min to 330 C; hold 5 min. The distinct FAME retention index in Comments was not used.
